,,Stock Level,,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,2023 09:24:14
Barcode,Stock Code,Description,Supplier,,Location,,On Order,Reserved,On Hand,
A,,CIGARETTES & CIGARS,,,,,,,,
,,DOCTOR 500ML,,,,,,,,
5060517889210,63117,MONSTER ENERGY ULTRA BLUE,BARRYS,,,,0,0,11.00,
,,500ML,,,,,,,,
5060608747658,63131,MONSTER ENERGY ULTRA,BARRYS,,,,0,0,6.00,
,,FIESTA 500ML,,,,,,,,
5060896628882,1401062,MONSTER ENERGY ULTRA,BARRYS,,,,0,0,8.00,
,,ROSA 500ML,,,,,,,,
5060517882884,63085,MONSTER ENERGY ULTRA,BARRYS,,,,0,0,5.00,
,,VIOLET 500ML,,,,,,,,
5060335635174,1401454,MONSTER ENERGY ULTRA,BARRYS,,,,0,0,4.00,
,,ZERO 500ML,,,,,,,,
5060896621098,1401241,MONSTER ULTRA WATERMELON,BARRYS,,,,0,0,20.00,
,,500ML,,,,,,,,
5060896623955,270358,MONSTER ULTRA WATERMELON,BARRYS,,,,0,0,2.00,
,,500ML 4PK,,,,,,,,
0031200452009,65543,OCEAN SPRAY CRANBERRY,BARRYS,,,,0,0,12.00,
,,JUICE 1L,,,,,,,,
5054267003644,63072,ORANGINA SPARKLING ORANGE,BARRYS,,,,0,0,15.00,
,,420ML,,,,,,,,
,,,,,,,,,,
4060800308726,1401191,PEPSI 2L,BARRYS,,,,0,0,4.00,
90453168,1400699,RED BULL APRI & STRAW,BARRYS,,,,0,0,35.00,
,,EDITION 250ML,,,,,,,,
90446672,270078,RED BULL ENERGY CAN 250ML,BARRYS,,,,0,0,90.00,
,,PM1.99,,,,,,,,
,,,,,,,,,,
9002490206000,91040,RED BULL ENERGY CAN 355ML,BARRYS,,,,0,0,83.00,
,,,,,,,,,,
9002490210991,63075,RED BULL ENERGY CAN 473ML,BARRYS,,,,0,0,40.00,
9002490260149,270350,RED BULL RED EDITION 250ML,BARRYS,,,,0,0,6.00,
,,4PK,,,,,,,,
90446412,63185,RED BULL RED WATERMELON,BARRYS,,,,0,0,6.00,
,,EDIT 250ML,,,,,,,,
90162800,63033,RED BULL SUGAR FREE CAN,BARRYS,,,,0,0,25.00,
,,250ML,,,,,,,,
,,,,,,,,,,
5026791543002,65419,RIVER ROCK STILL 500ML,BARRYS,,,,0,0,1.00,
8002270396854,1400690,SAN PELL POMEG&ORANGE,BARRYS,,,,0,0,1.00,
,,CAN 330ML 6PK,,,,,,,,
